tweet_id,tweet_text
26,RT @business: India summons London's envoy in objection to U.K. lawmakers discussing agriculture reforms introduced by Prime Minister Naren…
27,"RT @ShubhajitRoy: It's official: MEA announces the 1st Quad leaders' summit on March 12 between PM Narendra Modi, US President Joe Biden, J…"
28,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
29,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
30,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
31,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
32,"RT @TimesNow: Who do you (Kerala voters) think is the most suitable candidate for the post of PM of India?
•Narendra Modi: 31.95%
•Rahul Ga…"
33,"RT @Manav_SS_Gupta: That Is All...👇

#Modi Is Worse Than Covid...
 
Believe A Snake But Not #Narendra_Modi....

Foreign Slogan          Ind…"
34,"RT @eMayank_chaubey: Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi
https://t.…"
35,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
36,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
37,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
38,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
39,RT @ThePollLady: @KanganaTeam Appreciation Poll : Why do you support Narendra Modi?
40,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
41,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
42,"RT @eMayank_chaubey: Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi
https://t.…"
43,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
44,RT @samavritti: Narendra Modi dumping his wife in her youth is no wrong ? But Rahul Gandhi going on personal foreign trips becomes the most…
45,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
46,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
47,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
48,"RT @ndtv: #LeftRightCentre | ""Prime Minister Narendra Modi and Home Minister Amit Shah can visit Bengal as often as they want but they know…"
49,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
50,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…"
51,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
52,RT @ndtvfeed: PM Modi Greets Women On International Women's Day https://t.co/mIMb8aCmCQ https://t.co/S8CiDQ2dOZ
53,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
54,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
55,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
56,"RT @eMayank_chaubey: Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi
https://t.…"
57,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
58,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
59,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
60,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
61,India summons London's envoy in objection to U.K. lawmakers discussing agriculture reforms introduced by Prime Mini… https://t.co/L6f9vHAAEB
62,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
63,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
64,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
65,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
66,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
67,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
68,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
69,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
70,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
71,"RT @ndtv: #LeftRightCentre | ""Prime Minister Narendra Modi and Home Minister Amit Shah can visit Bengal as often as they want but they know…"
72,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
73,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
74,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
75,"RT @RizviUzair: Claim: Joseph Hope, editor-in-chief of The New York Times"" praised India's Narendra Modi

#FactCheck: There is no “Joseph H…"
76,"RT @LoyalRohitFann: Upcomming picture of May 30th From Narendra Modi Stadium, Ahemdabad 🥳

What say @mipaltan ??🤔

@ImRo45  #IPL2021 https:…"
77,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
78,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
79,"RT @ANI: Prime Minister Narendra Modi releases 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Gita

J…"
80,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
81,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
82,"RT @sneheshphilip: Breaking: 

First #QUAD Leaders’ Virtual Summit on 12 March. 
 
Prime Minister Narendra Modi will be participating, alon…"
83,RT @sureshseshadri1: @nilesh_pat @Ravichiruvolu1 @keeranl @lokeshomkarvats @GenPanwar @Bramha_3 @AGENTBRAVO2 @shytigress @JaganNKaushik @Ra…
84,"RT @ndtv: #LeftRightCentre | ""Prime Minister Narendra Modi and Home Minister Amit Shah can visit Bengal as often as they want but they know…"
85,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
86,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
87,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
88,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
89,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
90,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
91,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
92,"RT @SaffronTommy: C Voter polls say 55% of Kerala prefers Rahul Gandhi as PM, while 33% say they prefer Narendra Modi as PM. The media will…"
93,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
94,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
95,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
96,RT @sureshseshadri1: @nilesh_pat @Ravichiruvolu1 @keeranl @lokeshomkarvats @GenPanwar @Bramha_3 @AGENTBRAVO2 @shytigress @JaganNKaushik @Ra…
97,RT @samavritti: Narendra Modi dumping his wife in her youth is no wrong ? But Rahul Gandhi going on personal foreign trips becomes the most…
98,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
99,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
100,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
