tweet_id,tweet_text
73,"Honourable PM Narendra Modi Ji ensure  JUSTICE for SUSHANT, DISHA, JIA....(countless deaths by bullywood)… https://t.co/OS2Tr9vxAO"
74,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
75,"RT @JaharLaunda: Narendra Modi asking questions to Narendra Modi on increased #PetrolPrice in the country. 
#petrol100 https://t.co/6iFpEUI…"
76,"International Women's Day: PM Modi buys products to celebrate 'enterprise, creativity, India's culture'… https://t.co/RGELIqLfUa"
77,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
78,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
79,"RT @eMayank_chaubey: Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi
https://t.…"
80,"RT @amarprasadreddy: Saffron India was a dream Chhatrapati Shivaji Maharaj. It going to be fulfilled by Narendra Modi Maharaj. 
#ModiBrigad…"
81,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
82,"RT @Die5chlauKatz3: Really good video on the current situation of India in German.
https://t.co/bK8pcORd5G"
83,"RT @Manav_SS_Gupta: That Is All...👇

#Modi Is Worse Than Covid...
 
Believe A Snake But Not #Narendra_Modi....

Foreign Slogan          Ind…"
84,"RT @PNPathakBJP: After historical Brigade Maidan Rally of PM @narendramodi Shri Narendra Modi Ji’s Election Campaign in Kolkata, campaignin…"
85,"RT @eMayank_chaubey: Public participation should be basis of celebrations for India’s 75 years of independence: PM Narendra Modi
https://t.…"
86,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
87,"RT @NevilleSouthall: India fascist? Really? Yes! Both now &amp; previously!

For Sikhs this was most infamously displayed during the 1984 #Sikh…"
88,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
89,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
90,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…
91,RT @jaitrejait: @KanganaTeam Narendra Modi is not just a leader anymore he is a RAGE!!! https://t.co/dDJSyDg5D5
92,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
93,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…"
94,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
95,RT @jaitrejait: @KanganaTeam 1. Looking at the current situation in the country it can be said that BJP is not a political party anymore- i…
96,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
97,RT @jaitrejait: @KanganaTeam 2. Looking at the current situation in the country it can be said that BJP is not a political party anymore- i…
98,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
99,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
100,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
