tweet_id,tweet_text
1,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
2,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
3,PM Narendra Modi buys tribal painting on Women's Day to support 'Nari Shakti' https://t.co/0N90u3SHUi
4,"PM Shri Narendra Modi will be participating, along with PM of Australia Scott Morrison, PM of Japan Yoshihide Suga… https://t.co/CO8k6tWrkO"
5,"RT @salimdotcomrade: During 2016 elections, Narendra Modi claimed ""politicians like Mukul Roy &amp; Suvendu Adhikari are not only corrupt but a…"
6,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
7,RT @MomentsIndia: Prime Minister Narendra Modi has received his first dose of the COVID-19 vaccine as Phase 2 of India's vaccination campai…
8,RT @Rupayan_Chakma9: Thank you Shri @shaileshkpandey Ji for guiding us on use of social media and Narendra Modi App at Central BJP Office t…
9,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
10,"RT @PromoterBoxing: ‘Uncomfortable signal to China’: Japan’s #Suga raises Hong Kong, South China Sea, Xinjiang in phone call with India’s #…"
11,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…"
12,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
13,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
14,"RT @PBNS_India: TODAY AN EYE ON
• PM Narendra Modi to inaugurate ‘Maitri Setu’ between India &amp; Bangladesh at 12 PM via video conferencing.…"
15,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
16,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
17,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…"
18,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
19,"International Women's Day: PM Modi buys products to celebrate 'enterprise, creativity, India's culture' https://t.co/iSbJVSoIg6"
20,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
21,"RT @scribesoldier: IMPORTANT 

The first Leaders’ Summit of the Quadrilateral Framework, to be held virtually on 12th March 2021.
Prime Min…"
22,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…
