tweet_id,tweet_text
22,Happy Tuesday. Today we had finally a sunny day here in Barcelona. Here is an image taken just before sunset at the… https://t.co/orWt8kHdRm
23,@CrimMinds_CBS @GUBLERNATION HAPPY BIRTHDAY BUB LOVE YOU!!!
24,"RT @jnkspremcy: @GirlsGeneration HAPPY BIRTHDAY QUEEN!&lt;3👑

#OurDaisyTaeyeonDay
#킹태연생일축하해 https://t.co/GBLdRdD9j1"
25,@KimoZaku congrats!!! thats awesome im so happy for you ♥️
26,"RT @Shiuk: Alex must be waiting for the rest of the team, they always take their time in the locker room. That's okay, he's happy to do a f…"
27,@SLady1961 @burkey_amy Happy Birthday Sassy! https://t.co/LyszIhu6Bv
28,RT @HustleMade_C: I’ll do whatever to see mines happy
29,RT @blackxagustd: 2021 HAPPY SUGA DAY 💜 https://t.co/uIpVKkZVFK
30,@BangtanPower9 Same for some ups and downs but i’m trying to stay happy
31,@jokob86542561 @TKagaw Their users might be happy seeing this news
32,RT @kun2107: @NeedleB33 Happy birthday (even though I’ve already shown this to you) https://t.co/X9v0y7lLwQ
33,"RT @BachchaniBharti: Happy Birthday Handsome Brother 🎂
Rajesh Bachchani 💖
Let the God Decorate each Golden Ray of the Sun Reaching you with…"
34,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.
35,We are so happy to have had the opportunity to share our stories with @ChildrensPhila to be featured in their Paren… https://t.co/pGBlwNRvMG
36,"RT @SynonymHo: Wonho you're happy, aren't you? So do all wenee💞💞 we're more than proud of you king👑🎉🎉

#WonhoWorldWideArtist 
#WONHO #원호
@o…"
37,Happy birthday to the best doggo in the whole world❤️ https://t.co/VllDNlA0zf
38,RT @lanaamontanaa: Happy International Women’s Day 💐 https://t.co/2iUctaAbzv
39,RT @MOUNTAINDYKE: Happy late birthday @traaaassshhhhhh .p. 💖 https://t.co/eNL3kY91Lf
40,@MathisWilliam @AkshatRathi Positively surprised and happy to change my mind. Good journalism.
41,RT @himantabiswa: I am happy to have accompanied Hon CM @sarbanandsonwal for his nomination filing program today from the Majuli constituen…
42,"RT @starwars: Happy birthday to the hotshot, flyboy, hero of the resistance, Oscar Isaac. https://t.co/zkldZin9fH"
43,@iam_donatello Happy birthday
44,@BorderJoss @deer668745381 @Darcie212 @dogdaysinitaly @jamessbond20 @NeddlePeddle @Alfie77617391 @ByrneCocker… https://t.co/91uFVRpcYH
45,"RT @hackenclub: 🔥 We are happy to announce our cooperation with @TheDaoMaker!

To detect the #vulnerabilities, #Hacken’s experts conducted…"
46,@KetanRastogi9 Happy Birthday Ketan 😊💙
47,RT @OriginalFunko: Happy #BarbieDay! How are you celebrating? https://t.co/n4XWqoxO2H #Funko #FunkoPop #Barbie https://t.co/RkpUML66ag
48,"A cardinal, blue jay, and woodpecker are currently foraging in my backyard and I’m so excited I had to tweet about it. Happy Tuesday!"
49,"RT @OPHELIANNE1: 🍃🌹happy week-end 🌹🍃Many Thanks 🍃🌹

Scorpions : Still loving You

https://t.co/IQbs3idc9N https://t.co/lCMLQSGqlS"
50,RT @ObsKenobs: Happy birthday Oscar Isaac https://t.co/uMqM27mJpl
51,RT @Daintiez: happy international women’s day 💘💌 https://t.co/oGtreUYN2b
52,I finally finished the slideshow for my aunt’s service &amp; I’m filled with so many emotions.  I’m happy that it’s com… https://t.co/8mtxq3ZKyG
53,RT @loveforcambridg: I know @KensingtonRoyal won’t read my message here or on Instagram but I’m going to say it again anyway: the Cambridge…
54,"RT @sr5963: 🎈🎉 Happy Birthday to you..
You are such a blessing to our family... 
I love you with all my heart ♥️🥰😘
#HBD_Dillu 
@Dil_81 
🥳🥳🥳…"
55,"RT @EBOYZTBZ: happy birthday haknyeon ❀
#HAPPY_HAKNYEON_DAY
#주학년생일_축하는_더블로_가 https://t.co/gGCwCsUEEh"
56,"RT @Yadavashu007: No one is happy from this government. Students, Farmers,Small businessman 
&amp; Now #Bankers_On_Strike  in India.

#Bankers_…"
57,"RT @ShinkaiRaion: I watched the DMC animation recently, Dante looks so lonely in the anime ending, so I decided to put Vergil beside him. H…"
58,"RT @reezzamm: king spilled !!! u can be happy if your fave is nominated but that doesn’t cancel the fact how sexist, racist and xenophobic…"
59,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F"
60,RT @pixiefies: happy international women’s day🌷 https://t.co/y4sPSfKa6c
61,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk
62,"@debsbasement So happy for you, Deb!"
63,So sad tonight. Hate having to go cry in private because I can’t even talk about how I feel. Sometimes healing seem… https://t.co/qnFAvIGNZj
64,happy birthday matthew gray gubler
65,"Still, I'm happy to be vaccinated and hope to feel better by tomorrow."
66,@UberKryptonian Look how happy they were on set... Can't imagine there pain when it came to the reshoots
67,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.
68,RT @MlNDBLOWINGS: Being happy doesn't mean that everything is perfect. It means that you've decided to look beyond the imperfections.
69,"RT @SecretlySenpai: Happy #NationalWomensDay !! 🥰 

Let’s support each other &amp; do a Pinned for pinned! 💞

Rt/Re-Rt my pinned then comment b…"
70,@infinitejay Oh happy almost birthday!!
71,@seltzergenius That's ok I'm just happy I've got your attention
72,"I’m happy you’re here, you’re needed 🤎 https://t.co/IvsQ0zRthQ"
73,@Seattsma12 Happy birthday!
74,RT @valand_rakesh: Believe in the positivity of your future. Do what makes you happy. Always keep trying.
75,@AuntCinnamon Happy Taco Tuesday!  This was taken about 10 years ago... https://t.co/pknMahkha8
76,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk
77,"RT @bakaswag100: happy birthday a mi esposo, words could never express how much i love you, you’re my favorite thing to think about, pls ik…"
78,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F"
79,RT @ferdienyaegir: happy international women's day to her https://t.co/PGwCMwOFvf
80,"RT @DrNaumanNiaz: For SA tour without M. Amir which is sad still we have a robust choice- Shaheen, Hassan, Haaris, Hasnain, Wahab, Naseem.…"
81,@sluttyyzoldyck Do you wanta talk or is there anything I can do to help distract you just let me know your no bothe… https://t.co/s6boOeEoUI
82,RT @Jesus_Luvs_Us: @ClockworkHamma @HumbleIndian @arshadk90774920 @ArlindoFerreir4 @Carlaxa63784237 @VelvetSkye @darekqt @1hTkMJaMalfwQZS @…
83,"RT @SOURXKIWI: Everybody goes like “omg Now Harry is like ...” 
and? We are happy for him. Getting a grammy is so fucking awesome, but Zayn…"
84,"RT @CaitCamelia: Men be like happy international women’s day***

***to my mom and the women i’m attracted to"
85,"RT @HarringtonBecca: Gutted to hear about the HuffPost layoffs. Talented writers + editors, get in touch! rharrington at insider dot com. W…"
86,"RT @kaimaegi: happY BIRTHDAY TO THE MIN YOONGI!!!!!! 🧡🧡
#HappyBirthdayYoongi #HAPPYSUGADAY 🍊 https://t.co/7nB42xXob6"
87,"@CrimMinds_CBS @GUBLERNATION Happy Birthday, Matthew!"
88,"RT @linasamoukova: Happy #womxnsday, especially to the ones struggling without their spouses because of @CitImmCanada's outdated system. It…"
89,@DUALIPA @voguemagazine Happy international women’s day dua ! 💖💖
90,RT @bretmanrock: Happy International Women’s day !!! ✨💖💘
91,"RT @TinyTANofficial: May love and courage always be with you, on this most silent of nights.

#Happy_SUGA_Day #TinyTAN #Birth_Flower #Larch…"
92,RT @lilyachty: Happy birthday LIL boat! Your 5!!! ❤️ https://t.co/yRrUyRKZ9Q
93,In my feelings today .. happy birthday aunt lill 🎉 we miss you so much
94,"RT @slayche: it’s really my fine ass wifey’s birthday today, happy birthday stink i love you 🥳🤩 https://t.co/dO0xlb5t2f"
95,@sickbayMIC Collaboration is the key to innovation and success! Happy to be part of this! 🙌 🙌 🙌
96,RT @HalleBailey: happy tuesday everyoneeee
97,"RT @CaitCamelia: Men be like happy international women’s day***

***to my mom and the women i’m attracted to"
98,"RT @CaitCamelia: Men be like happy international women’s day***

***to my mom and the women i’m attracted to"
99,@HzaaminAbbasi but it was happy moment
100,"Today we would like to give a big HAPPY BIRTHDAY to our wonderful Managing Partner, Bob Brecht! We wouldn't be able… https://t.co/QKdh5lFUex"
